currency,base_currency,currency_name,exchange_rate,date,currency_pair
SEK,EUR,Swedish Krona,9.3653,2015-10-15,EUR/SEK
GBP,EUR,British Pound Sterling,0.85637,2023-07-26,EUR/GBP
AUD,EUR,Australian Dollar,1.58583,2015-10-02,EUR/AUD
JPY,EUR,Japanese Yen,124.356,2019-01-17,EUR/JPY
AUD,EUR,Australian Dollar,1.64212,2020-08-10,EUR/AUD
CHF,EUR,Swiss Franc,1.5547,2006-02-02,EUR/CHF
TRY,EUR,Turkish Lira,3.0055,2015-07-24,EUR/TRY
DKK,EUR,Danish Krone,7.45353,2015-09-04,EUR/DKK
NZD,EUR,New Zealand Dollar,1.72424,2017-12-07,EUR/NZD
CHF,EUR,Swiss Franc,0.91464,2026-05-16,EUR/CHF
USD,EUR,United States Dollar,1.132958,2025-05-30,EUR/USD
CNY,EUR,Chinese Yuan,7.2371,2016-12-21,EUR/CNY
TRY,EUR,Turkish Lira,9.45186,2020-12-09,EUR/TRY
SGD,EUR,Singapore Dollar,1.4608,2023-09-07,EUR/SGD
CHF,EUR,Swiss Franc,1.5123,2004-11-19,EUR/CHF
AUD,EUR,Australian Dollar,1.778669,2025-09-14,EUR/AUD
JPY,EUR,Japanese Yen,122.964,2017-01-04,EUR/JPY
NOK,EUR,Norwegian Krone,10.1132,2019-11-20,EUR/NOK
CAD,EUR,Canadian Dollar,1.3573,2010-08-10,EUR/CAD
CAD,EUR,Canadian Dollar,1.566092,2025-05-09,EUR/CAD
CAD,EUR,Canadian Dollar,1.4622,2014-08-11,EUR/CAD
GBP,EUR,British Pound Sterling,0.88716,2018-01-02,EUR/GBP
SGD,EUR,Singapore Dollar,1.5098,2016-11-23,EUR/SGD
CHF,EUR,Swiss Franc,1.2474,2013-01-17,EUR/CHF
JPY,EUR,Japanese Yen,134.75,2005-01-26,EUR/JPY
CAD,EUR,Canadian Dollar,1.3168,2013-05-14,EUR/CAD
PLN,EUR,Polish Zloty,4.2838,2018-06-14,EUR/PLN
ZAR,EUR,South African Rand,16.3783,2019-09-24,EUR/ZAR
JPY,EUR,Japanese Yen,122.83,2020-09-25,EUR/JPY
CNY,EUR,Chinese Yuan,7.2037,2021-11-19,EUR/CNY
HKD,EUR,Hong Kong Dollar,9.42603,2021-01-26,EUR/HKD
JPY,EUR,Japanese Yen,163.449088,2024-03-04,EUR/JPY
DKK,EUR,Danish Krone,7.43596,2021-06-10,EUR/DKK
MXN,EUR,Mexican Peso,21.96602,2019-08-12,EUR/MXN
CNY,EUR,Chinese Yuan,8.09051,2026-02-26,EUR/CNY
SGD,EUR,Singapore Dollar,1.5439,2020-05-15,EUR/SGD
AUD,EUR,Australian Dollar,1.54287,2016-05-10,EUR/AUD
NZD,EUR,New Zealand Dollar,1.82254,2024-08-18,EUR/NZD
SGD,EUR,Singapore Dollar,1.411721,2024-12-12,EUR/SGD
CHF,EUR,Swiss Franc,1.4915,2009-12-25,EUR/CHF
SGD,EUR,Singapore Dollar,1.5786,2015-01-12,EUR/SGD
CZK,EUR,Czech Republic Koruna,27.577,2014-09-08,EUR/CZK
USD,EUR,United States Dollar,1.3781,2007-07-17,EUR/USD
CAD,EUR,Canadian Dollar,1.46778,2020-01-31,EUR/CAD
USD,EUR,United States Dollar,1.154775,2026-03-12,EUR/USD
HKD,EUR,Hong Kong Dollar,8.6097,2020-05-29,EUR/HKD
DKK,EUR,Danish Krone,7.454098,2024-02-28,EUR/DKK
CAD,EUR,Canadian Dollar,1.54327,2021-01-26,EUR/CAD
SEK,EUR,Swedish Krona,11.025634,2023-12-24,EUR/SEK
JPY,EUR,Japanese Yen,129.01,2013-06-07,EUR/JPY
TRY,EUR,Turkish Lira,8.94916,2021-01-27,EUR/TRY
HKD,EUR,Hong Kong Dollar,8.810422,2025-04-13,EUR/HKD
SEK,EUR,Swedish Krona,9.482,2017-09-01,EUR/SEK
CHF,EUR,Swiss Franc,1.13125,2018-12-04,EUR/CHF
TRY,EUR,Turkish Lira,4.5314,2017-12-21,EUR/TRY
USD,EUR,United States Dollar,1.3012,2009-03-17,EUR/USD
PLN,EUR,Polish Zloty,4.3693,2017-01-23,EUR/PLN
CHF,EUR,Swiss Franc,1.08377,2015-11-20,EUR/CHF
JPY,EUR,Japanese Yen,116.49,2011-06-08,EUR/JPY
AUD,EUR,Australian Dollar,1.7581,2009-06-17,EUR/AUD
GBP,EUR,British Pound Sterling,0.879199,2025-11-08,EUR/GBP
CZK,EUR,Czech Republic Koruna,24.519124,2026-03-23,EUR/CZK
PLN,EUR,Polish Zloty,4.2887,2018-09-20,EUR/PLN
GBP,EUR,British Pound Sterling,0.7965,2012-09-25,EUR/GBP
AUD,EUR,Australian Dollar,1.53098,2017-12-29,EUR/AUD
USD,EUR,United States Dollar,1.324,2010-11-26,EUR/USD
CHF,EUR,Swiss Franc,1.09547,2017-05-09,EUR/CHF
SEK,EUR,Swedish Krona,9.2505,2015-12-07,EUR/SEK
NZD,EUR,New Zealand Dollar,1.819191,2024-12-11,EUR/NZD
NOK,EUR,Norwegian Krone,11.555294,2026-01-25,EUR/NOK
NZD,EUR,New Zealand Dollar,1.60892,2015-06-16,EUR/NZD
JPY,EUR,Japanese Yen,128.313,2016-01-14,EUR/JPY
CNY,EUR,Chinese Yuan,7.720075,2026-06-24,EUR/CNY
CHF,EUR,Swiss Franc,1.10854,2016-06-03,EUR/CHF
NOK,EUR,Norwegian Krone,11.792816,2025-11-21,EUR/NOK
CZK,EUR,Czech Republic Koruna,24.980461,2025-04-28,EUR/CZK
NZD,EUR,New Zealand Dollar,1.56419,2017-06-07,EUR/NZD
USD,EUR,United States Dollar,1.11617,2015-06-26,EUR/USD
GBP,EUR,British Pound Sterling,0.89012,2018-12-06,EUR/GBP
CHF,EUR,Swiss Franc,1.10174,2017-07-12,EUR/CHF
SEK,EUR,Swedish Krona,9.20413,2015-06-15,EUR/SEK
CHF,EUR,Swiss Franc,1.5201,2009-03-27,EUR/CHF
NZD,EUR,New Zealand Dollar,1.6069,2013-01-29,EUR/NZD
CHF,EUR,Swiss Franc,1.0816,2015-12-22,EUR/CHF
AUD,EUR,Australian Dollar,1.596,2007-10-03,EUR/AUD
SGD,EUR,Singapore Dollar,1.6154,2017-08-31,EUR/SGD
CAD,EUR,Canadian Dollar,1.46005,2023-02-01,EUR/CAD
AUD,EUR,Australian Dollar,1.4307,2013-10-11,EUR/AUD
NOK,EUR,Norwegian Krone,8.4116,2013-12-23,EUR/NOK
HKD,EUR,Hong Kong Dollar,9.2163,2017-10-10,EUR/HKD
ZAR,EUR,South African Rand,19.9043,2020-09-02,EUR/ZAR
SGD,EUR,Singapore Dollar,1.5031,2019-11-15,EUR/SGD
CAD,EUR,Canadian Dollar,1.51496,2018-09-11,EUR/CAD
CNY,EUR,Chinese Yuan,7.537249,2025-01-03,EUR/CNY
NOK,EUR,Norwegian Krone,11.239319,2026-04-03,EUR/NOK
MXN,EUR,Mexican Peso,21.1302,2017-08-01,EUR/MXN
CNY,EUR,Chinese Yuan,9.2607,2011-07-06,EUR/CNY
CAD,EUR,Canadian Dollar,1.6642,2009-03-30,EUR/CAD
MXN,EUR,Mexican Peso,24.4121,2021-03-18,EUR/MXN
ZAR,EUR,South African Rand,18.1759,2021-12-03,EUR/ZAR
HKD,EUR,Hong Kong Dollar,8.25554,2022-05-03,EUR/HKD
AUD,EUR,Australian Dollar,1.618732,2026-05-06,EUR/AUD
HKD,EUR,Hong Kong Dollar,9.7117,2018-01-26,EUR/HKD
HKD,EUR,Hong Kong Dollar,11.107,2009-08-31,EUR/HKD
SEK,EUR,Swedish Krona,10.96328,2022-11-22,EUR/SEK
CHF,EUR,Swiss Franc,1.2271,2013-04-29,EUR/CHF
JPY,EUR,Japanese Yen,127.39,2015-03-13,EUR/JPY
NOK,EUR,Norwegian Krone,11.026019,2026-04-20,EUR/NOK
CZK,EUR,Czech Republic Koruna,26.4596,2020-09-06,EUR/CZK
HKD,EUR,Hong Kong Dollar,9.160956,2025-08-17,EUR/HKD
USD,EUR,United States Dollar,1.1048,2019-09-10,EUR/USD
CAD,EUR,Canadian Dollar,1.5795,2009-11-23,EUR/CAD
TRY,EUR,Turkish Lira,2.8055,2015-02-27,EUR/TRY
SEK,EUR,Swedish Krona,10.1562,2020-11-27,EUR/SEK
CNY,EUR,Chinese Yuan,8.6938,2009-02-25,EUR/CNY
CAD,EUR,Canadian Dollar,1.48698,2017-06-29,EUR/CAD
HKD,EUR,Hong Kong Dollar,7.86395,2022-07-14,EUR/HKD
AUD,EUR,Australian Dollar,1.668353,2024-03-05,EUR/AUD
CZK,EUR,Czech Republic Koruna,25.0838,2020-02-04,EUR/CZK
NZD,EUR,New Zealand Dollar,1.981,2010-01-25,EUR/NZD
HKD,EUR,Hong Kong Dollar,10.4984,2007-06-07,EUR/HKD
USD,EUR,United States Dollar,1.24224,2018-01-26,EUR/USD
HKD,EUR,Hong Kong Dollar,9.6727,2014-11-11,EUR/HKD
SEK,EUR,Swedish Krona,11.531415,2024-12-01,EUR/SEK
CAD,EUR,Canadian Dollar,1.467707,2024-01-16,EUR/CAD
GBP,EUR,British Pound Sterling,0.8391,2016-07-01,EUR/GBP
CAD,EUR,Canadian Dollar,1.471722,2024-01-24,EUR/CAD
MXN,EUR,Mexican Peso,22.09786,2025-06-21,EUR/MXN
CNY,EUR,Chinese Yuan,7.0129,2016-01-05,EUR/CNY
AUD,EUR,Australian Dollar,1.47845,2022-04-28,EUR/AUD
CNY,EUR,Chinese Yuan,7.6258,2023-06-07,EUR/CNY
GBP,EUR,British Pound Sterling,0.8445,2010-07-22,EUR/GBP
SEK,EUR,Swedish Krona,11.546998,2024-03-28,EUR/SEK
JPY,EUR,Japanese Yen,160.648728,2024-08-07,EUR/JPY
PLN,EUR,Polish Zloty,4.2797,2019-04-12,EUR/PLN
USD,EUR,United States Dollar,1.11484,2015-05-11,EUR/USD
GBP,EUR,British Pound Sterling,0.6772,2007-08-08,EUR/GBP
AUD,EUR,Australian Dollar,1.7039,2006-09-22,EUR/AUD
CHF,EUR,Swiss Franc,0.933721,2025-09-26,EUR/CHF
GBP,EUR,British Pound Sterling,0.86777,2022-11-18,EUR/GBP
MXN,EUR,Mexican Peso,25.0095,2020-09-20,EUR/MXN
PLN,EUR,Polish Zloty,4.2734,2019-05-03,EUR/PLN
CHF,EUR,Swiss Franc,1.2058,2012-11-01,EUR/CHF
SEK,EUR,Swedish Krona,10.1427,2020-12-22,EUR/SEK
CNY,EUR,Chinese Yuan,8.1726,2012-09-20,EUR/CNY
CZK,EUR,Czech Republic Koruna,25.684,2017-12-14,EUR/CZK
PLN,EUR,Polish Zloty,4.4166,2016-06-17,EUR/PLN
CZK,EUR,Czech Republic Koruna,24.5069,2022-10-26,EUR/CZK
GBP,EUR,British Pound Sterling,0.90116,2016-10-10,EUR/GBP
PLN,EUR,Polish Zloty,4.4255,2016-06-28,EUR/PLN
PLN,EUR,Polish Zloty,4.3793,2019-09-25,EUR/PLN
USD,EUR,United States Dollar,1.2677,2006-09-08,EUR/USD
CNY,EUR,Chinese Yuan,9.8011,2009-08-27,EUR/CNY
NZD,EUR,New Zealand Dollar,1.799436,2024-12-04,EUR/NZD
CNY,EUR,Chinese Yuan,9.0512,2011-02-09,EUR/CNY
CZK,EUR,Czech Republic Koruna,26.1177,2020-08-12,EUR/CZK
SEK,EUR,Swedish Krona,9.46894,2016-07-18,EUR/SEK
JPY,EUR,Japanese Yen,150.17,2008-09-11,EUR/JPY
MXN,EUR,Mexican Peso,21.62682,2018-08-16,EUR/MXN
SEK,EUR,Swedish Krona,10.43616,2020-10-07,EUR/SEK
USD,EUR,United States Dollar,1.3073,2013-05-06,EUR/USD
CHF,EUR,Swiss Franc,1.6116,2008-06-02,EUR/CHF
CAD,EUR,Canadian Dollar,1.278,2012-11-21,EUR/CAD
MXN,EUR,Mexican Peso,19.6989,2022-10-02,EUR/MXN
SEK,EUR,Swedish Krona,9.72416,2017-11-07,EUR/SEK
CNY,EUR,Chinese Yuan,9.0479,2009-04-29,EUR/CNY
PLN,EUR,Polish Zloty,4.31228,2020-03-02,EUR/PLN
SGD,EUR,Singapore Dollar,1.4721,2023-06-21,EUR/SGD
NZD,EUR,New Zealand Dollar,2.005065,2026-07-04,EUR/NZD
CZK,EUR,Czech Republic Koruna,27.6105,2015-02-11,EUR/CZK
HKD,EUR,Hong Kong Dollar,8.4102,2022-06-03,EUR/HKD
CHF,EUR,Swiss Franc,1.5104,2009-11-06,EUR/CHF
NZD,EUR,New Zealand Dollar,1.79969,2024-07-17,EUR/NZD
MXN,EUR,Mexican Peso,17.89695,2014-12-28,EUR/MXN
MXN,EUR,Mexican Peso,17.04065,2014-09-17,EUR/MXN
SGD,EUR,Singapore Dollar,1.4405,2023-10-04,EUR/SGD
SEK,EUR,Swedish Krona,10.35025,2019-01-31,EUR/SEK
SGD,EUR,Singapore Dollar,1.58548,2021-09-28,EUR/SGD
AUD,EUR,Australian Dollar,1.5777,2007-10-15,EUR/AUD
AUD,EUR,Australian Dollar,1.62597,2018-12-27,EUR/AUD
USD,EUR,United States Dollar,1.4146,2007-09-27,EUR/USD
CHF,EUR,Swiss Franc,1.2067,2014-09-03,EUR/CHF
AUD,EUR,Australian Dollar,1.46211,2017-07-20,EUR/AUD
NZD,EUR,New Zealand Dollar,1.62759,2021-10-22,EUR/NZD
ZAR,EUR,South African Rand,17.02652,2022-09-05,EUR/ZAR
SGD,EUR,Singapore Dollar,1.49,2015-07-06,EUR/SGD
MXN,EUR,Mexican Peso,20.8182,2022-12-11,EUR/MXN
NOK,EUR,Norwegian Krone,9.79425,2017-12-12,EUR/NOK
SEK,EUR,Swedish Krona,11.594849,2024-11-09,EUR/SEK
DKK,EUR,Danish Krone,7.461451,2025-04-06,EUR/DKK
HKD,EUR,Hong Kong Dollar,10.0037,2006-08-09,EUR/HKD
SEK,EUR,Swedish Krona,10.802542,2025-04-21,EUR/SEK
TRY,EUR,Turkish Lira,2.9602,2015-07-09,EUR/TRY
CNY,EUR,Chinese Yuan,9.2919,2010-03-02,EUR/CNY
SGD,EUR,Singapore Dollar,1.4412,2023-10-05,EUR/SGD
GBP,EUR,British Pound Sterling,0.9047,2010-03-01,EUR/GBP
HKD,EUR,Hong Kong Dollar,7.84678,2022-09-08,EUR/HKD
CAD,EUR,Canadian Dollar,1.45655,2023-07-24,EUR/CAD
CHF,EUR,Swiss Franc,1.0888,2019-12-23,EUR/CHF
NZD,EUR,New Zealand Dollar,1.911022,2025-04-26,EUR/NZD
SEK,EUR,Swedish Krona,10.99838,2022-10-13,EUR/SEK
AUD,EUR,Australian Dollar,1.7556,2009-06-09,EUR/AUD
NZD,EUR,New Zealand Dollar,1.889442,2025-04-21,EUR/NZD
AUD,EUR,Australian Dollar,1.54384,2015-10-12,EUR/AUD
SEK,EUR,Swedish Krona,10.1804,2021-07-28,EUR/SEK
CNY,EUR,Chinese Yuan,7.5582,2018-05-14,EUR/CNY
JPY,EUR,Japanese Yen,142.011,2022-12-27,EUR/JPY
USD,EUR,United States Dollar,1.09929,2016-07-25,EUR/USD
DKK,EUR,Danish Krone,7.464591,2025-10-11,EUR/DKK
USD,EUR,United States Dollar,1.17885,2015-01-14,EUR/USD
CNY,EUR,Chinese Yuan,7.447076,2025-02-01,EUR/CNY
DKK,EUR,Danish Krone,7.470075,2026-02-17,EUR/DKK
NOK,EUR,Norwegian Krone,11.196761,2026-03-05,EUR/NOK
CNY,EUR,Chinese Yuan,7.2061,2015-10-20,EUR/CNY
AUD,EUR,Australian Dollar,1.54077,2017-12-21,EUR/AUD
CAD,EUR,Canadian Dollar,1.3933,2006-03-23,EUR/CAD
CNY,EUR,Chinese Yuan,7.8622,2017-08-24,EUR/CNY
SEK,EUR,Swedish Krona,9.5365,2017-09-19,EUR/SEK
TRY,EUR,Turkish Lira,14.8041,2022-01-03,EUR/TRY
NZD,EUR,New Zealand Dollar,1.6057,2014-04-03,EUR/NZD
GBP,EUR,British Pound Sterling,0.88801,2019-06-19,EUR/GBP
CHF,EUR,Swiss Franc,1.15466,2017-10-11,EUR/CHF
ZAR,EUR,South African Rand,19.270763,2026-04-21,EUR/ZAR
TRY,EUR,Turkish Lira,6.0401,2018-12-07,EUR/TRY
CZK,EUR,Czech Republic Koruna,25.5794,2018-05-02,EUR/CZK
SGD,EUR,Singapore Dollar,1.5695,2018-06-18,EUR/SGD
NOK,EUR,Norwegian Krone,10.73377,2020-11-16,EUR/NOK
USD,EUR,United States Dollar,1.2754,2010-07-21,EUR/USD
TRY,EUR,Turkish Lira,37.68781,2024-08-31,EUR/TRY
GBP,EUR,British Pound Sterling,0.8754,2011-08-12,EUR/GBP
CZK,EUR,Czech Republic Koruna,25.104029,2025-01-11,EUR/CZK
NOK,EUR,Norwegian Krone,8.6054,2015-02-09,EUR/NOK
NOK,EUR,Norwegian Krone,8.7143,2015-06-04,EUR/NOK
JPY,EUR,Japanese Yen,146.401,2022-11-01,EUR/JPY
ZAR,EUR,South African Rand,17.3074,2021-07-29,EUR/ZAR
NZD,EUR,New Zealand Dollar,1.70557,2016-01-19,EUR/NZD
CAD,EUR,Canadian Dollar,1.49143,2017-05-09,EUR/CAD
AUD,EUR,Australian Dollar,1.603474,2024-11-22,EUR/AUD
AUD,EUR,Australian Dollar,1.656445,2024-08-12,EUR/AUD
USD,EUR,United States Dollar,1.2522,2008-11-11,EUR/USD
HKD,EUR,Hong Kong Dollar,8.666844,2024-08-21,EUR/HKD
GBP,EUR,British Pound Sterling,0.6951,2006-04-25,EUR/GBP
CHF,EUR,Swiss Franc,1.558,2006-06-05,EUR/CHF
AUD,EUR,Australian Dollar,1.52495,2016-01-29,EUR/AUD
USD,EUR,United States Dollar,1.04075,2022-06-13,EUR/USD
JPY,EUR,Japanese Yen,134.444,2015-02-16,EUR/JPY
NOK,EUR,Norwegian Krone,9.67389,2018-02-20,EUR/NOK
TRY,EUR,Turkish Lira,10.30232,2021-09-23,EUR/TRY
HKD,EUR,Hong Kong Dollar,8.75835,2022-01-31,EUR/HKD
SGD,EUR,Singapore Dollar,1.4287,2023-03-17,EUR/SGD
USD,EUR,United States Dollar,1.4308,2011-06-20,EUR/USD
AUD,EUR,Australian Dollar,1.45597,2022-04-20,EUR/AUD
CAD,EUR,Canadian Dollar,1.510324,2024-09-28,EUR/CAD
USD,EUR,United States Dollar,1.2387,2010-06-18,EUR/USD
CNY,EUR,Chinese Yuan,7.7425,2021-03-04,EUR/CNY
USD,EUR,United States Dollar,1.2178,2021-06-09,EUR/USD
ZAR,EUR,South African Rand,15.5538,2017-09-12,EUR/ZAR
SGD,EUR,Singapore Dollar,1.4718,2023-04-27,EUR/SGD
ZAR,EUR,South African Rand,19.163195,2026-01-21,EUR/ZAR
DKK,EUR,Danish Krone,7.46158,2015-04-22,EUR/DKK
USD,EUR,United States Dollar,1.2921,2005-04-27,EUR/USD
ZAR,EUR,South African Rand,17.2489,2018-09-03,EUR/ZAR
ZAR,EUR,South African Rand,20.446744,2024-01-15,EUR/ZAR
NZD,EUR,New Zealand Dollar,1.7481,2011-11-11,EUR/NZD
USD,EUR,United States Dollar,1.5682,2008-04-03,EUR/USD
AUD,EUR,Australian Dollar,1.711,2008-03-17,EUR/AUD
USD,EUR,United States Dollar,1.1341,2015-06-17,EUR/USD
CAD,EUR,Canadian Dollar,1.5619,2020-03-09,EUR/CAD
CNY,EUR,Chinese Yuan,7.709471,2024-01-28,EUR/CNY
SEK,EUR,Swedish Krona,11.396423,2024-01-22,EUR/SEK
CAD,EUR,Canadian Dollar,1.3251,2013-05-21,EUR/CAD
SEK,EUR,Swedish Krona,10.3868,2020-09-11,EUR/SEK
NOK,EUR,Norwegian Krone,8.24,2013-11-17,EUR/NOK
GBP,EUR,British Pound Sterling,0.8502,2010-11-18,EUR/GBP
CAD,EUR,Canadian Dollar,1.3711,2011-04-07,EUR/CAD
JPY,EUR,Japanese Yen,98.53,2012-09-03,EUR/JPY
CNY,EUR,Chinese Yuan,7.211,2021-11-29,EUR/CNY
DKK,EUR,Danish Krone,7.4601,2020-05-07,EUR/DKK
CNY,EUR,Chinese Yuan,8.2207,2012-12-31,EUR/CNY
CHF,EUR,Swiss Franc,1.6137,2007-03-20,EUR/CHF
NOK,EUR,Norwegian Krone,11.652085,2024-03-26,EUR/NOK
SGD,EUR,Singapore Dollar,1.5031,2017-02-15,EUR/SGD
AUD,EUR,Australian Dollar,1.57187,2021-06-04,EUR/AUD
MXN,EUR,Mexican Peso,20.069257,2026-07-09,EUR/MXN
CHF,EUR,Swiss Franc,1.2371,2011-10-13,EUR/CHF
CZK,EUR,Czech Republic Koruna,26.7207,2020-09-20,EUR/CZK
GBP,EUR,British Pound Sterling,0.86693,2017-05-25,EUR/GBP
GBP,EUR,British Pound Sterling,0.90296,2020-12-17,EUR/GBP
CHF,EUR,Swiss Franc,0.910472,2026-05-30,EUR/CHF
GBP,EUR,British Pound Sterling,0.7893,2008-06-04,EUR/GBP
DKK,EUR,Danish Krone,7.476256,2026-07-08,EUR/DKK
ZAR,EUR,South African Rand,18.0086,2021-12-30,EUR/ZAR
NZD,EUR,New Zealand Dollar,1.996339,2026-04-16,EUR/NZD
JPY,EUR,Japanese Yen,139.87,2014-09-23,EUR/JPY
USD,EUR,United States Dollar,1.302,2013-06-28,EUR/USD
SGD,EUR,Singapore Dollar,1.416359,2024-12-14,EUR/SGD
CAD,EUR,Canadian Dollar,1.514,2008-09-19,EUR/CAD
NZD,EUR,New Zealand Dollar,1.676,2018-04-13,EUR/NZD
GBP,EUR,British Pound Sterling,0.8882,2018-09-19,EUR/GBP
CAD,EUR,Canadian Dollar,1.44648,2015-10-23,EUR/CAD
USD,EUR,United States Dollar,1.17754,2017-12-07,EUR/USD
SEK,EUR,Swedish Krona,9.5735,2017-04-12,EUR/SEK
DKK,EUR,Danish Krone,7.4376,2017-08-22,EUR/DKK
CHF,EUR,Swiss Franc,1.225,2014-02-11,EUR/CHF
SGD,EUR,Singapore Dollar,1.56284,2021-10-19,EUR/SGD
CAD,EUR,Canadian Dollar,1.34571,2022-10-31,EUR/CAD
MXN,EUR,Mexican Peso,22.36213,2018-03-29,EUR/MXN
SEK,EUR,Swedish Krona,9.25515,2016-04-04,EUR/SEK
MXN,EUR,Mexican Peso,20.077834,2026-06-05,EUR/MXN
CNY,EUR,Chinese Yuan,7.748,2012-07-20,EUR/CNY
JPY,EUR,Japanese Yen,129.48,2018-07-27,EUR/JPY
SGD,EUR,Singapore Dollar,1.4779,2015-05-28,EUR/SGD
JPY,EUR,Japanese Yen,146.41,2022-12-15,EUR/JPY
JPY,EUR,Japanese Yen,132.23,2009-05-11,EUR/JPY
CHF,EUR,Swiss Franc,1.0296,2011-08-10,EUR/CHF
NZD,EUR,New Zealand Dollar,1.6068,2014-05-01,EUR/NZD
SEK,EUR,Swedish Krona,11.68412,2023-08-01,EUR/SEK
SGD,EUR,Singapore Dollar,1.5033,2017-02-17,EUR/SGD
CZK,EUR,Czech Republic Koruna,25.116985,2024-09-12,EUR/CZK
CAD,EUR,Canadian Dollar,1.42902,2015-11-04,EUR/CAD
SGD,EUR,Singapore Dollar,1.5382,2019-06-28,EUR/SGD
CAD,EUR,Canadian Dollar,1.611,2005-03-09,EUR/CAD
SEK,EUR,Swedish Krona,10.33031,2018-11-05,EUR/SEK
USD,EUR,United States Dollar,1.09952,2019-09-23,EUR/USD
USD,EUR,United States Dollar,1.3966,2011-03-03,EUR/USD
USD,EUR,United States Dollar,1.08906,2016-01-18,EUR/USD
ZAR,EUR,South African Rand,18.4463,2023-01-18,EUR/ZAR
AUD,EUR,Australian Dollar,1.6896,2007-11-23,EUR/AUD
GBP,EUR,British Pound Sterling,0.8172,2014-01-22,EUR/GBP
MXN,EUR,Mexican Peso,18.422483,2024-02-12,EUR/MXN
AUD,EUR,Australian Dollar,1.50569,2017-10-27,EUR/AUD
JPY,EUR,Japanese Yen,161.758353,2024-11-26,EUR/JPY
ZAR,EUR,South African Rand,20.192679,2023-12-29,EUR/ZAR
CAD,EUR,Canadian Dollar,1.3967,2006-06-09,EUR/CAD
CAD,EUR,Canadian Dollar,1.4178,2005-10-17,EUR/CAD
AUD,EUR,Australian Dollar,1.61278,2019-05-28,EUR/AUD
HKD,EUR,Hong Kong Dollar,9.8528,2012-05-17,EUR/HKD
NZD,EUR,New Zealand Dollar,1.5564,2016-10-06,EUR/NZD
SEK,EUR,Swedish Krona,9.1277,2015-03-12,EUR/SEK
SGD,EUR,Singapore Dollar,1.5816,2021-09-16,EUR/SGD
USD,EUR,United States Dollar,1.3785,2013-12-11,EUR/USD
CAD,EUR,Canadian Dollar,1.4155,2006-10-23,EUR/CAD
CNY,EUR,Chinese Yuan,7.6788,2023-10-13,EUR/CNY
JPY,EUR,Japanese Yen,113.084,2016-08-16,EUR/JPY
GBP,EUR,British Pound Sterling,0.846412,2024-06-27,EUR/GBP
TRY,EUR,Turkish Lira,3.3294,2016-08-22,EUR/TRY
CAD,EUR,Canadian Dollar,1.47262,2021-06-07,EUR/CAD
NZD,EUR,New Zealand Dollar,1.7212,2023-03-14,EUR/NZD
CNY,EUR,Chinese Yuan,7.697199,2024-02-04,EUR/CNY
CAD,EUR,Canadian Dollar,1.45237,2019-09-10,EUR/CAD
SEK,EUR,Swedish Krona,11.59522,2023-05-26,EUR/SEK
TRY,EUR,Turkish Lira,3.9984,2017-05-25,EUR/TRY
CNY,EUR,Chinese Yuan,8.2134,2012-12-17,EUR/CNY
GBP,EUR,British Pound Sterling,0.6769,2006-08-16,EUR/GBP
CZK,EUR,Czech Republic Koruna,25.039472,2025-02-15,EUR/CZK
CHF,EUR,Swiss Franc,1.16864,2017-10-25,EUR/CHF
JPY,EUR,Japanese Yen,154.343,2023-06-20,EUR/JPY
ZAR,EUR,South African Rand,19.45179,2020-06-23,EUR/ZAR
JPY,EUR,Japanese Yen,162.66,2007-04-26,EUR/JPY
AUD,EUR,Australian Dollar,1.2798,2012-04-04,EUR/AUD
PLN,EUR,Polish Zloty,4.1525,2018-04-16,EUR/PLN
JPY,EUR,Japanese Yen,130.877,2018-05-21,EUR/JPY
AUD,EUR,Australian Dollar,1.47806,2014-12-31,EUR/AUD
ZAR,EUR,South African Rand,13.7661,2015-07-29,EUR/ZAR
NOK,EUR,Norwegian Krone,10.264,2021-03-03,EUR/NOK
CHF,EUR,Swiss Franc,1.07975,2017-03-10,EUR/CHF
TRY,EUR,Turkish Lira,36.709108,2024-12-14,EUR/TRY
SGD,EUR,Singapore Dollar,1.507332,2025-09-13,EUR/SGD
USD,EUR,United States Dollar,1.2087,2006-01-09,EUR/USD
CAD,EUR,Canadian Dollar,1.491578,2025-01-07,EUR/CAD
NZD,EUR,New Zealand Dollar,1.777047,2024-03-02,EUR/NZD
SEK,EUR,Swedish Krona,10.34274,2020-10-21,EUR/SEK
NOK,EUR,Norwegian Krone,11.82412,2023-06-07,EUR/NOK
JPY,EUR,Japanese Yen,119.37,2009-02-19,EUR/JPY
ZAR,EUR,South African Rand,14.2396,2015-08-14,EUR/ZAR
NOK,EUR,Norwegian Krone,10.7171,2020-09-10,EUR/NOK
CNY,EUR,Chinese Yuan,6.6174,2015-04-09,EUR/CNY
JPY,EUR,Japanese Yen,148.08,2014-12-12,EUR/JPY
CAD,EUR,Canadian Dollar,1.4214,2006-10-02,EUR/CAD
CHF,EUR,Swiss Franc,1.2009,2012-06-05,EUR/CHF
CHF,EUR,Swiss Franc,1.6154,2008-06-17,EUR/CHF
CNY,EUR,Chinese Yuan,7.814,2017-10-11,EUR/CNY
NZD,EUR,New Zealand Dollar,1.74763,2018-10-26,EUR/NZD
ZAR,EUR,South African Rand,16.5182,2022-03-15,EUR/ZAR
