deal_id,client_id,client_segment,product_type,currency_pair,buy_sell,notional,exchange_rate,market_rate_date,request_channel,request_time,quote_time,client_accept_time,limit_check_time,trade_capture_time,confirmation_time,settlement_time,deal_status,manual_processing_flag,manual_steps_count,rework_count,exception_type,rejection_reason,sla_minutes,sla_breach
FXS-0006434,C00631,sme,FX Spot,EUR/USD,buy,571200.0,1.1427,2022-02-10,email,2022-02-10 11:32:00,2022-02-10 11:53:39,2022-02-10 12:05:06,2022-02-10 12:32:47,2022-02-10 12:49:22,2022-02-10 13:24:00,2022-02-10 13:34:11,settled,True,6,0,none,none,360,False
FXS-0006435,C00258,mid_corporate,FX Spot,EUR/SEK,buy,1318000.0,9.52968,2015-01-14,phone,2015-01-14 14:06:00,2015-01-14 14:13:25,2015-01-14 14:28:46,2015-01-14 14:35:31,2015-01-14 14:44:12,2015-01-14 15:04:04,2015-01-14 18:25:19,settlement_failed,False,0,0,settlement_fail,none,240,True
FXS-0006436,C00314,mid_corporate,FX Spot,EUR/CZK,sell,106000.0,27.0154,2016-01-11,e_fx_portal,2016-01-11 08:07:00,2016-01-11 08:08:32,2016-01-11 09:03:03,2016-01-11 09:26:34,2016-01-11 10:46:33,2016-01-11 10:49:02,2016-01-11 10:55:40,settled,False,1,1,incomplete_ssi,none,240,False
FXS-0006437,C00371,large_corporate,FX Spot,EUR/GBP,buy,2748000.0,0.8667,2011-09-13,phone,2011-09-13 16:10:00,2011-09-13 16:15:57,2011-09-13 16:22:11,2011-09-13 16:31:15,2011-09-13 17:54:12,2011-09-13 18:14:42,2011-09-13 18:40:42,settled,False,1,1,manual_reentry_error,none,180,False
FXS-0006438,C00019,large_corporate,FX Spot,EUR/CNY,buy,11886000.0,7.7695,2014-10-06,email,2014-10-06 10:48:00,2014-10-06 11:02:54,2014-10-06 11:28:16,2014-10-06 12:31:19,2014-10-06 12:34:34,2014-10-06 12:47:09,2014-10-06 13:20:40,settled,False,0,0,limit_delay,none,180,False
FXS-0006439,C00774,financial_institution,FX Spot,EUR/ZAR,sell,781200.0,14.3273,2017-06-16,email,2017-06-16 08:44:00,2017-06-16 08:58:32,2017-06-16 09:15:04,2017-06-16 09:18:04,2017-06-16 09:28:02,2017-06-16 09:38:15,2017-06-16 10:21:33,settled,True,6,0,none,none,150,False
FXS-0006440,C00386,sme,FX Spot,EUR/NZD,sell,88200.0,1.825542,2025-02-10,phone,2025-02-10 11:18:00,2025-02-10 11:19:55,2025-02-10 12:46:19,2025-02-10 12:59:30,2025-02-10 13:01:44,2025-02-10 15:45:33,2025-02-10 16:24:40,settled,False,0,0,late_confirmation,none,360,False
FXS-0006441,C00058,large_corporate,FX Spot,EUR/DKK,sell,222000.0,7.476176,2026-01-17,email,2026-01-17 16:21:00,2026-01-17 16:39:04,2026-01-17 17:20:21,2026-01-17 17:39:59,2026-01-17 18:00:35,2026-01-17 18:08:26,2026-01-17 18:24:46,settled,True,5,0,none,none,180,False
FXS-0006442,C00102,large_corporate,FX Spot,EUR/ZAR,sell,1305000.0,19.653075,2025-12-29,e_fx_portal,2025-12-29 10:44:00,2025-12-29 10:53:23,2025-12-29 11:53:30,2025-12-29 12:00:09,2025-12-29 12:28:38,2025-12-29 13:58:16,2025-12-29 14:29:57,rejected,False,3,1,late_confirmation,client_declined,180,True
FXS-0006443,C00877,large_corporate,FX Spot,EUR/USD,buy,402000.0,1.2652,2014-10-06,email,2014-10-06 13:23:00,2014-10-06 13:27:09,2014-10-06 13:35:44,2014-10-06 13:47:08,2014-10-06 13:53:24,2014-10-06 14:14:15,2014-10-06 14:55:25,settled,False,1,0,none,none,180,False
FXS-0006444,C00157,large_corporate,FX Spot,EUR/TRY,buy,813000.0,10.29348,2021-10-05,e_fx_portal,2021-10-05 16:07:00,2021-10-05 16:13:27,2021-10-05 16:52:33,2021-10-05 17:09:54,2021-10-05 17:19:34,2021-10-05 17:38:29,2021-10-05 18:39:12,settled,False,2,0,none,none,180,False
FXS-0006445,C00450,large_corporate,FX Spot,EUR/CHF,buy,2904000.0,0.926272,2025-10-29,e_fx_portal,2025-10-29 08:20:00,2025-10-29 08:22:14,2025-10-29 08:34:18,2025-10-29 08:40:51,2025-10-29 08:45:56,2025-10-29 09:04:19,2025-10-29 09:10:05,settled,False,2,0,none,none,180,False
FXS-0006446,C00467,large_corporate,FX Spot,EUR/PLN,buy,5592000.0,4.31552,2024-11-26,messenger,2024-11-26 15:35:00,2024-11-26 15:49:53,2024-11-26 15:58:21,2024-11-26 16:00:09,2024-11-26 16:49:26,2024-11-26 16:56:40,2024-11-26 17:23:59,settled,True,5,1,none,none,180,False
FXS-0006447,C00644,financial_institution,FX Spot,EUR/JPY,sell,327600.0,128.799,2017-07-03,email,2017-07-03 10:53:00,2017-07-03 11:16:44,2017-07-03 11:45:13,2017-07-03 12:12:03,2017-07-03 12:27:58,2017-07-03 12:31:55,2017-07-03 12:56:54,settled,True,6,0,none,none,150,False
FXS-0006448,C00032,large_corporate,FX Spot,EUR/CNY,buy,1290000.0,7.733061,2024-11-04,e_fx_portal,2024-11-04 14:57:00,2024-11-04 15:05:44,2024-11-04 16:09:16,2024-11-04 16:24:07,2024-11-04 16:28:01,2024-11-04 18:22:20,2024-11-04 20:01:52,settled,False,2,0,late_confirmation,none,180,True
FXS-0006449,C00406,mid_corporate,FX Spot,EUR/PLN,buy,558000.0,4.360996,2024-11-05,e_fx_portal,2024-11-05 09:52:00,2024-11-05 09:58:09,2024-11-05 10:18:38,2024-11-05 10:29:05,2024-11-05 10:32:11,2024-11-05 11:11:03,2024-11-05 11:51:37,settled,False,0,0,none,none,240,False
FXS-0006450,C00862,mid_corporate,FX Spot,EUR/CHF,sell,628000.0,0.961158,2024-06-27,phone,2024-06-27 09:23:00,2024-06-27 09:33:41,2024-06-27 10:16:38,2024-06-27 10:20:17,2024-06-27 10:35:12,2024-06-27 11:21:25,2024-06-27 11:38:41,settled,True,6,0,none,none,240,False
FXS-0006451,C00526,financial_institution,FX Spot,EUR/NOK,sell,7681800.0,9.76667,2019-07-30,email,2019-07-30 15:52:00,2019-07-30 16:15:22,2019-07-30 16:38:59,2019-07-30 16:50:35,2019-07-30 17:12:51,2019-07-30 17:29:08,2019-07-30 22:31:19,settlement_failed,True,5,0,settlement_fail,none,150,True
FXS-0006452,C00280,sme,FX Spot,EUR/AUD,sell,642250.0,1.4382,2010-04-08,email,2010-04-08 16:04:00,2010-04-08 16:18:36,2010-04-08 18:55:25,2010-04-08 19:08:31,2010-04-08 19:25:31,2010-04-08 20:24:20,2010-04-08 20:45:16,rejected,True,4,1,late_confirmation,client_declined,360,False
FXS-0006453,C00678,mid_corporate,FX Spot,EUR/AUD,sell,2020000.0,1.53518,2017-12-26,e_fx_portal,2017-12-26 17:48:00,2017-12-26 17:56:15,2017-12-26 18:20:12,2017-12-26 19:44:09,2017-12-26 19:56:49,2017-12-26 20:18:13,2017-12-26 21:42:26,settled,False,2,0,limit_delay,none,240,False
FXS-0006454,C00512,large_corporate,FX Spot,EUR/SGD,sell,2892000.0,1.4959,2016-06-30,phone,2016-06-30 14:46:00,2016-06-30 14:54:40,2016-06-30 15:01:40,2016-06-30 15:16:50,2016-06-30 15:33:49,2016-06-30 15:45:50,2016-06-30 17:22:06,settled,True,5,0,none,none,180,False
FXS-0006455,C00791,financial_institution,FX Spot,EUR/JPY,sell,2293200.0,172.466064,2024-06-30,messenger,2024-06-30 12:39:00,2024-06-30 12:48:21,2024-06-30 12:54:53,2024-06-30 12:57:06,2024-06-30 13:22:16,2024-06-30 13:25:34,2024-06-30 13:29:48,settled,False,1,1,none,none,150,False
FXS-0006456,C00291,large_corporate,FX Spot,EUR/JPY,sell,1218000.0,122.96,2010-03-18,e_fx_portal,2010-03-18 09:56:00,2010-03-18 09:59:35,2010-03-18 10:11:36,2010-03-18 10:14:12,2010-03-18 10:48:26,2010-03-18 11:26:06,2010-03-18 12:04:32,settled,False,3,1,manual_reentry_error,none,180,False
FXS-0006457,C00066,large_corporate,FX Spot,EUR/PLN,sell,4380000.0,4.6867,2022-05-03,e_fx_portal,2022-05-03 10:57:00,2022-05-03 11:03:00,2022-05-03 11:12:09,2022-05-03 11:19:42,2022-05-03 11:43:21,2022-05-03 12:00:12,2022-05-03 12:54:15,settled,False,2,1,none,none,180,False
FXS-0006458,C00136,large_corporate,FX Spot,EUR/CZK,sell,831000.0,27.6157,2014-11-13,messenger,2014-11-13 14:28:00,2014-11-13 14:31:40,2014-11-13 14:57:20,2014-11-13 14:58:09,2014-11-13 15:06:06,2014-11-13 15:17:09,2014-11-13 16:00:02,settled,False,2,0,none,none,180,False
FXS-0006459,C00306,sme,FX Spot,EUR/DKK,buy,97650.0,7.4503,2018-04-25,e_fx_portal,2018-04-25 11:27:00,2018-04-25 11:31:32,2018-04-25 11:41:47,2018-04-25 11:44:10,2018-04-25 11:46:38,2018-04-25 11:56:00,2018-04-25 12:52:43,settled,False,1,0,none,none,360,False
FXS-0006460,C00419,large_corporate,FX Spot,EUR/NZD,sell,3885000.0,1.6743,2011-07-15,email,2011-07-15 12:50:00,2011-07-15 13:08:41,2011-07-15 13:20:39,2011-07-15 15:00:28,2011-07-15 15:12:27,2011-07-15 15:20:00,2011-07-15 16:29:12,settled,True,5,0,limit_delay,none,180,True
FXS-0006461,C00646,mid_corporate,FX Spot,EUR/HKD,buy,1723000.0,11.4975,2008-09-22,email,2008-09-22 09:40:00,2008-09-22 09:50:56,2008-09-22 09:56:59,2008-09-22 10:07:58,2008-09-22 10:13:37,2008-09-22 10:31:09,2008-09-22 10:55:52,settled,False,2,0,none,none,240,False
FXS-0006462,C00932,mid_corporate,FX Spot,EUR/SGD,buy,731000.0,1.501455,2025-09-10,e_fx_portal,2025-09-10 12:23:00,2025-09-10 12:25:47,2025-09-10 14:00:59,2025-09-10 14:05:43,2025-09-10 14:23:09,2025-09-10 15:44:07,2025-09-10 16:11:26,settled,False,0,0,late_confirmation,none,240,False
FXS-0006463,C00178,mid_corporate,FX Spot,EUR/USD,sell,1514000.0,1.36,2007-08-28,phone,2007-08-28 10:22:00,2007-08-28 10:32:22,2007-08-28 10:43:30,2007-08-28 10:52:51,2007-08-28 12:00:32,2007-08-28 12:08:33,2007-08-28 12:25:15,settled,True,5,1,incomplete_ssi,none,240,False
FXS-0006464,C00034,large_corporate,FX Spot,EUR/TRY,buy,1608000.0,51.913334,2026-02-10,messenger,2026-02-10 09:07:00,2026-02-10 09:10:38,2026-02-10 09:34:11,2026-02-10 09:42:06,2026-02-10 10:14:57,2026-02-10 11:04:18,2026-02-10 12:02:03,settled,False,3,1,duplicate_request,none,180,False
FXS-0006465,C00666,sme,FX Spot,EUR/JPY,sell,215250.0,141.483,2023-01-09,email,2023-01-09 09:19:00,2023-01-09 09:25:07,2023-01-09 09:56:28,2023-01-09 10:16:34,2023-01-09 10:30:20,2023-01-09 10:40:35,2023-01-09 11:12:37,settled,False,0,0,none,none,360,False
FXS-0006466,C00448,financial_institution,FX Spot,EUR/GBP,sell,4670400.0,0.866573,2025-09-01,email,2025-09-01 13:10:00,2025-09-01 13:12:39,2025-09-01 13:35:00,2025-09-01 13:37:51,2025-09-01 14:23:02,2025-09-01 14:33:34,2025-09-01 15:31:45,settled,True,7,1,none,none,150,False
FXS-0006467,C00165,mid_corporate,FX Spot,EUR/USD,buy,296000.0,1.157536,2026-06-14,e_fx_portal,2026-06-14 11:39:00,2026-06-14 11:41:52,2026-06-14 11:51:24,2026-06-14 12:04:41,2026-06-14 12:13:27,2026-06-14 12:28:36,2026-06-14 12:35:30,settled,False,2,0,none,none,240,False
FXS-0006468,C00773,mid_corporate,FX Spot,EUR/JPY,sell,1666000.0,130.56,2016-01-01,e_fx_portal,2016-01-01 08:59:00,2016-01-01 09:03:18,2016-01-01 09:18:56,2016-01-01 09:28:20,2016-01-01 09:45:33,2016-01-01 10:01:15,2016-01-01 13:21:01,settled,False,1,0,settlement_fail,none,240,True
FXS-0006469,C00863,financial_institution,FX Spot,EUR/USD,sell,2318400.0,1.076253,2023-12-11,messenger,2023-12-11 13:08:00,2023-12-11 13:12:05,2023-12-11 13:31:28,2023-12-11 13:39:45,2023-12-11 14:05:28,2023-12-11 14:21:46,2023-12-11 14:43:26,settled,True,6,0,none,none,150,False
FXS-0006470,C00201,financial_institution,FX Spot,EUR/MXN,sell,2499000.0,19.15758,2015-09-23,email,2015-09-23 09:38:00,2015-09-23 09:44:59,2015-09-23 09:54:17,2015-09-23 09:56:16,2015-09-23 10:05:36,2015-09-23 10:10:13,2015-09-23 11:00:01,settled,False,0,0,none,none,150,False
FXS-0006471,C00948,mid_corporate,FX Spot,EUR/NZD,buy,807000.0,1.6042,2012-01-25,phone,2012-01-25 08:09:00,2012-01-25 08:26:31,2012-01-25 08:38:39,2012-01-25 08:45:39,2012-01-25 08:57:58,2012-01-25 09:17:42,2012-01-25 10:11:06,settled,True,3,0,none,none,240,False
FXS-0006472,C00532,mid_corporate,FX Spot,EUR/PLN,sell,1897000.0,4.4967,2021-06-11,e_fx_portal,2021-06-11 09:19:00,2021-06-11 09:23:36,2021-06-11 09:35:45,2021-06-11 11:15:06,2021-06-11 11:22:38,2021-06-11 11:26:41,2021-06-11 11:41:46,settled,False,2,0,limit_delay,none,240,False
FXS-0006473,C00347,large_corporate,FX Spot,EUR/SEK,buy,174000.0,11.361252,2024-10-13,messenger,2024-10-13 12:29:00,2024-10-13 12:44:42,2024-10-13 13:00:51,2024-10-13 13:03:07,2024-10-13 13:33:41,2024-10-13 13:38:55,2024-10-13 13:51:39,settled,True,6,0,none,none,180,False
FXS-0006474,C00932,large_corporate,FX Spot,EUR/CAD,sell,510000.0,1.565287,2025-04-07,email,2025-04-07 17:32:00,2025-04-07 17:33:20,2025-04-07 17:51:55,2025-04-07 18:04:32,2025-04-07 18:09:01,2025-04-07 18:14:10,2025-04-07 18:36:05,settled,False,0,0,none,none,180,False
FXS-0006475,C00232,large_corporate,FX Spot,EUR/GBP,buy,7125000.0,0.86579,2017-03-24,e_fx_portal,2017-03-24 10:25:00,2017-03-24 10:27:19,2017-03-24 10:37:04,2017-03-24 10:54:59,2017-03-24 10:56:54,2017-03-24 10:59:37,2017-03-24 11:28:52,settled,False,0,0,none,none,180,False
FXS-0006476,C00697,large_corporate,FX Spot,EUR/CNY,buy,3837000.0,7.4699,2016-10-07,email,2016-10-07 10:50:00,2016-10-07 10:55:34,2016-10-07 11:01:12,2016-10-07 11:05:48,2016-10-07 11:22:22,2016-10-07 11:28:12,2016-10-07 12:24:58,settled,True,6,0,none,none,180,False
FXS-0006477,C00040,large_corporate,FX Spot,EUR/USD,buy,1317000.0,1.2696,2014-10-27,e_fx_portal,2014-10-27 10:25:00,2014-10-27 10:32:45,2014-10-27 10:37:14,2014-10-27 10:46:25,2014-10-27 10:50:50,2014-10-27 11:09:15,2014-10-27 11:55:09,settled,False,2,0,none,none,180,False
FXS-0006478,C00609,sme,FX Spot,EUR/USD,sell,276150.0,1.15526,2021-11-04,email,2021-11-04 11:33:00,2021-11-04 11:39:52,2021-11-04 11:55:03,2021-11-04 12:00:08,2021-11-04 12:12:26,2021-11-04 12:57:39,2021-11-04 13:53:23,settled,True,5,0,none,none,360,False
FXS-0006479,C00590,financial_institution,FX Spot,EUR/HKD,sell,6085800.0,10.61,2014-05-21,messenger,2014-05-21 15:10:00,2014-05-21 15:10:39,2014-05-21 15:40:04,2014-05-21 15:46:19,2014-05-21 15:50:27,2014-05-21 16:04:37,2014-05-21 16:34:30,settled,False,1,0,none,none,150,False
FXS-0006480,C00104,sme,FX Spot,EUR/HKD,sell,1522850.0,8.8321,2019-04-22,email,2019-04-22 11:13:00,2019-04-22 11:40:26,2019-04-22 11:44:43,2019-04-22 11:54:05,2019-04-22 12:21:00,2019-04-22 12:33:23,2019-04-22 13:10:56,settled,True,6,0,none,none,360,False
FXS-0006481,C00379,mid_corporate,FX Spot,EUR/JPY,sell,450000.0,142.02,2023-03-27,e_fx_portal,2023-03-27 14:34:00,2023-03-27 14:36:36,2023-03-27 14:44:42,2023-03-27 14:53:26,2023-03-27 15:00:59,2023-03-27 15:12:18,2023-03-27 15:37:49,settled,False,1,0,none,none,240,False
FXS-0006482,C00391,mid_corporate,FX Spot,EUR/USD,buy,3317000.0,1.15564,2018-08-06,e_fx_portal,2018-08-06 16:58:00,2018-08-06 17:17:39,2018-08-06 17:34:18,2018-08-06 17:45:13,2018-08-06 18:20:48,2018-08-06 18:37:25,2018-08-06 19:20:55,settled,True,3,0,none,none,240,False
FXS-0006483,C00370,large_corporate,FX Spot,EUR/CNY,sell,4203000.0,7.5341,2016-08-19,email,2016-08-19 17:27:00,2016-08-19 17:39:59,2016-08-19 18:11:47,2016-08-19 19:41:14,2016-08-19 19:49:27,2016-08-19 20:03:24,2016-08-19 20:36:58,settled,True,3,0,limit_delay,none,180,True
FXS-0006484,C00949,mid_corporate,FX Spot,EUR/CNY,buy,252000.0,7.1467,2016-02-26,email,2016-02-26 13:37:00,2016-02-26 13:41:25,2016-02-26 13:56:49,2016-02-26 14:00:46,2016-02-26 14:22:52,2016-02-26 14:25:24,2016-02-26 14:49:39,settled,True,7,0,none,none,240,False
FXS-0006485,C00289,large_corporate,FX Spot,EUR/TRY,sell,1089000.0,6.619,2020-02-03,e_fx_portal,2020-02-03 15:07:00,2020-02-03 15:09:57,2020-02-03 15:12:11,2020-02-03 15:20:06,2020-02-03 15:22:54,2020-02-03 15:34:57,2020-02-03 16:01:41,settled,False,0,0,none,none,180,False
FXS-0006486,C00690,mid_corporate,FX Spot,EUR/NZD,sell,2931000.0,1.68728,2015-08-12,e_fx_portal,2015-08-12 17:11:00,2015-08-12 17:13:43,2015-08-12 17:28:04,2015-08-12 17:30:17,2015-08-12 17:37:52,2015-08-12 17:57:42,2015-08-12 18:44:01,settled,False,0,0,none,none,240,False
FXS-0006487,C00236,sme,FX Spot,EUR/JPY,buy,1298850.0,120.887,2020-06-12,e_fx_portal,2020-06-12 15:52:00,2020-06-12 16:03:17,2020-06-12 16:16:25,2020-06-12 16:47:49,2020-06-12 17:49:01,2020-06-12 18:09:11,2020-06-12 18:38:12,settled,True,5,0,none,none,360,False
FXS-0006488,C00113,sme,FX Spot,EUR/CAD,buy,241150.0,1.5453,2007-03-05,e_fx_portal,2007-03-05 10:59:00,2007-03-05 11:10:30,2007-03-05 11:12:56,2007-03-05 13:18:57,2007-03-05 13:28:16,2007-03-05 13:41:48,2007-03-05 14:08:14,settled,False,0,0,limit_delay,none,360,False
FXS-0006489,C00207,large_corporate,FX Spot,EUR/CNY,sell,7755000.0,9.3022,2010-10-29,email,2010-10-29 09:19:00,2010-10-29 09:25:06,2010-10-29 09:59:20,2010-10-29 10:06:55,2010-10-29 10:55:23,2010-10-29 11:00:01,2010-10-29 11:34:36,settled,True,7,0,none,none,180,False
FXS-0006490,C00751,financial_institution,FX Spot,EUR/CNY,sell,4603200.0,9.5734,2010-01-27,messenger,2010-01-27 09:08:00,2010-01-27 09:10:52,2010-01-27 09:13:08,2010-01-27 09:20:04,2010-01-27 09:30:55,2010-01-27 09:41:50,2010-01-27 10:33:18,settled,False,0,0,none,none,150,False
FXS-0006491,C00250,large_corporate,FX Spot,EUR/GBP,sell,2025000.0,0.90264,2020-12-15,email,2020-12-15 16:49:00,2020-12-15 16:54:55,2020-12-15 17:17:55,2020-12-15 17:18:55,2020-12-15 18:46:41,2020-12-15 18:54:08,2020-12-15 19:34:34,settled,True,6,1,incomplete_ssi,none,180,False
FXS-0006492,C00551,large_corporate,FX Spot,EUR/CHF,sell,2721000.0,1.09359,2015-09-09,phone,2015-09-09 13:33:00,2015-09-09 13:40:16,2015-09-09 13:48:47,2015-09-09 14:01:03,2015-09-09 14:06:25,2015-09-09 14:12:00,2015-09-09 14:45:58,settled,False,0,0,none,none,180,False
FXS-0006493,C00285,large_corporate,FX Spot,EUR/CZK,sell,441000.0,25.241351,2024-07-19,messenger,2024-07-19 10:57:00,2024-07-19 10:59:29,2024-07-19 11:09:41,2024-07-19 11:22:42,2024-07-19 11:28:37,2024-07-19 11:55:43,2024-07-19 12:35:34,settled,False,0,0,none,none,180,False
FXS-0006494,C00395,large_corporate,FX Spot,EUR/MXN,buy,1602000.0,24.916,2020-10-15,messenger,2020-10-15 11:27:00,2020-10-15 11:37:18,2020-10-15 11:40:47,2020-10-15 11:47:18,2020-10-15 12:09:38,2020-10-15 12:28:34,2020-10-15 13:33:40,settled,True,3,0,none,none,180,False
FXS-0006495,C00872,mid_corporate,FX Spot,EUR/CHF,sell,398000.0,1.5477,2005-11-22,email,2005-11-22 10:49:00,2005-11-22 11:07:09,2005-11-22 11:14:55,2005-11-22 11:21:28,2005-11-22 11:33:57,2005-11-22 11:37:35,2005-11-22 12:24:18,settled,True,6,0,none,none,240,False
FXS-0006496,C00918,mid_corporate,FX Spot,EUR/NZD,sell,2309000.0,1.71588,2023-03-15,email,2023-03-15 16:01:00,2023-03-15 16:15:43,2023-03-15 16:55:32,2023-03-15 17:14:57,2023-03-15 18:54:21,2023-03-15 19:08:37,2023-03-15 19:48:42,rejected,False,3,2,manual_reentry_error,client_declined,240,False
FXS-0006497,C00599,large_corporate,FX Spot,EUR/NZD,buy,2916000.0,1.646,2012-05-28,e_fx_portal,2012-05-28 14:07:00,2012-05-28 14:21:25,2012-05-28 14:45:35,2012-05-28 16:16:04,2012-05-28 17:24:30,2012-05-28 17:40:57,2012-05-28 19:39:17,settled,False,1,1,limit_delay,none,180,True
FXS-0006498,C00195,sme,FX Spot,EUR/PLN,sell,194250.0,4.2299,2015-10-15,phone,2015-10-15 16:47:00,2015-10-15 16:54:25,2015-10-15 17:02:31,2015-10-15 17:12:21,2015-10-15 17:52:36,2015-10-15 18:02:51,2015-10-15 18:35:18,settled,True,5,1,none,none,360,False
FXS-0006499,C00700,mid_corporate,FX Spot,EUR/CAD,buy,2624000.0,1.43061,2022-01-12,e_fx_portal,2022-01-12 11:01:00,2022-01-12 11:12:15,2022-01-12 11:36:46,2022-01-12 11:43:43,2022-01-12 12:14:21,2022-01-12 12:36:20,2022-01-12 13:12:34,settled,False,1,1,none,none,240,False
FXS-0006500,C00791,mid_corporate,FX Spot,EUR/SEK,sell,128000.0,11.533985,2024-11-30,phone,2024-11-30 12:43:00,2024-11-30 12:53:56,2024-11-30 13:01:09,2024-11-30 13:06:48,2024-11-30 14:08:09,2024-11-30 14:35:03,2024-11-30 16:57:46,settled,False,2,1,none,none,240,True
FXS-0006501,C00245,mid_corporate,FX Spot,EUR/CAD,sell,244000.0,1.358,2011-03-03,email,2011-03-03 09:13:00,2011-03-03 09:19:48,2011-03-03 09:29:48,2011-03-03 09:34:57,2011-03-03 09:58:09,2011-03-03 10:11:27,2011-03-03 10:20:23,settled,True,6,0,none,none,240,False
FXS-0006502,C00924,mid_corporate,FX Spot,EUR/HKD,sell,3121000.0,8.6975,2023-07-21,phone,2023-07-21 17:42:00,2023-07-21 18:00:01,2023-07-21 18:14:23,2023-07-21 18:31:43,2023-07-21 19:03:25,2023-07-21 19:21:07,2023-07-21 19:37:51,settled,True,7,0,none,none,240,False
FXS-0006503,C00037,mid_corporate,FX Spot,EUR/AUD,buy,1526000.0,1.625181,2024-09-24,e_fx_portal,2024-09-24 13:07:00,2024-09-24 13:12:54,2024-09-24 13:23:48,2024-09-24 13:31:56,2024-09-24 13:40:11,2024-09-24 14:04:49,2024-09-24 14:37:25,settled,False,0,0,none,none,240,False
FXS-0006504,C00322,mid_corporate,FX Spot,EUR/NOK,sell,118000.0,11.719137,2025-11-19,e_fx_portal,2025-11-19 13:31:00,2025-11-19 13:38:00,2025-11-19 13:57:55,2025-11-19 14:05:34,2025-11-19 14:13:32,2025-11-19 14:53:55,2025-11-19 18:00:20,settlement_failed,False,1,0,settlement_fail,none,240,True
FXS-0006505,C00194,sme,FX Spot,EUR/SGD,buy,327950.0,1.59281,2021-09-07,phone,2021-09-07 12:08:00,2021-09-07 12:28:15,2021-09-07 12:31:00,2021-09-07 12:34:49,2021-09-07 13:12:03,2021-09-07 13:28:47,2021-09-07 14:08:17,settled,True,5,1,manual_reentry_error,none,360,False
FXS-0006506,C00442,large_corporate,FX Spot,EUR/AUD,sell,510000.0,1.7487,2004-09-15,email,2004-09-15 10:42:00,2004-09-15 10:58:50,2004-09-15 11:02:01,2004-09-15 11:09:34,2004-09-15 11:51:26,2004-09-15 12:08:49,2004-09-15 12:37:35,settled,True,3,0,none,none,180,False
FXS-0006507,C00252,mid_corporate,FX Spot,EUR/GBP,buy,447000.0,0.85297,2021-11-12,phone,2021-11-12 17:29:00,2021-11-12 17:40:34,2021-11-12 19:52:38,2021-11-12 20:13:48,2021-11-12 20:31:52,2021-11-12 21:44:50,2021-11-12 22:24:56,settled,True,6,0,late_confirmation,none,240,True
FXS-0006508,C00227,large_corporate,FX Spot,EUR/PLN,sell,3705000.0,4.233549,2026-06-02,e_fx_portal,2026-06-02 12:53:00,2026-06-02 13:11:43,2026-06-02 13:20:53,2026-06-02 13:25:52,2026-06-02 13:51:09,2026-06-02 14:14:35,2026-06-02 14:56:20,settled,True,9,2,none,none,180,False
FXS-0006509,C00734,sme,FX Spot,EUR/GBP,sell,245350.0,0.84969,2017-05-04,e_fx_portal,2017-05-04 14:44:00,2017-05-04 14:55:56,2017-05-04 15:06:25,2017-05-04 15:16:29,2017-05-04 15:27:59,2017-05-04 16:09:19,2017-05-04 16:24:36,settled,False,1,0,none,none,360,False
FXS-0006510,C00596,large_corporate,FX Spot,EUR/ZAR,buy,2022000.0,15.8906,2016-08-26,messenger,2016-08-26 08:22:00,2016-08-26 08:33:06,2016-08-26 08:37:16,2016-08-26 08:43:02,2016-08-26 09:28:43,2016-08-26 09:36:26,2016-08-26 10:37:26,settled,True,4,1,none,none,180,False
FXS-0006511,C00592,large_corporate,FX Spot,EUR/SGD,buy,849000.0,1.4446,2015-04-22,messenger,2015-04-22 10:45:00,2015-04-22 10:57:49,2015-04-22 11:10:07,2015-04-22 11:12:07,2015-04-22 11:34:21,2015-04-22 11:50:37,2015-04-22 12:39:36,settled,True,6,0,none,none,180,False
FXS-0006512,C00931,sme,FX Spot,EUR/SEK,buy,962150.0,10.685844,2026-02-24,phone,2026-02-24 16:02:00,2026-02-24 16:15:00,2026-02-24 16:25:32,2026-02-24 16:37:55,2026-02-24 17:00:13,2026-02-24 17:06:01,2026-02-24 17:32:56,settled,True,5,0,none,none,360,False
FXS-0006513,C00613,mid_corporate,FX Spot,EUR/HKD,sell,1291000.0,11.3039,2009-09-29,messenger,2009-09-29 08:52:00,2009-09-29 08:57:36,2009-09-29 11:02:39,2009-09-29 11:17:24,2009-09-29 11:29:04,2009-09-29 13:17:22,2009-09-29 14:25:05,settled,False,2,0,late_confirmation,none,240,True
FXS-0006514,C00239,large_corporate,FX Spot,EUR/CNY,buy,867000.0,7.9476,2018-09-10,email,2018-09-10 09:00:00,2018-09-10 09:13:23,2018-09-10 09:21:06,2018-09-10 09:22:49,2018-09-10 09:49:03,2018-09-10 09:58:45,2018-09-10 10:28:16,settled,False,2,1,manual_reentry_error,none,180,False
FXS-0006515,C00572,large_corporate,FX Spot,EUR/CHF,buy,2520000.0,1.0837,2021-07-08,phone,2021-07-08 16:05:00,2021-07-08 16:08:28,2021-07-08 16:29:38,2021-07-08 16:34:28,2021-07-08 17:10:06,2021-07-08 17:48:59,2021-07-08 18:24:34,settled,True,5,0,none,none,180,False
FXS-0006516,C00210,mid_corporate,FX Spot,EUR/CZK,buy,511000.0,25.277854,2024-10-01,phone,2024-10-01 11:05:00,2024-10-01 11:15:37,2024-10-01 11:29:57,2024-10-01 11:36:34,2024-10-01 11:44:11,2024-10-01 12:01:08,2024-10-01 12:33:08,settled,True,4,0,none,none,240,False
